student,balance,income,class
0,1344.103406,41417.34592,1
0,761.7506343,13889.13253,0
0,1255.920125,43929.14322,1
0,0,38870.4968,0
0,828.2653037,36241.66013,0
0,924.8814415,35712.63791,1
1,983.0922765,17001.64919,1
0,919.3001361,33866.36338,1
0,293.4523575,38528.44736,0
0,441.3960846,56060.20361,0
0,625.0173287,58911.60865,0
0,641.5253832,18350.73342,0
0,836.3431371,34559.1584,0
1,815.4065709,12071.7625,0
0,1324.198769,10892.32916,0
0,1371.703275,48298.54454,1
0,764.6451796,49100.94838,0
1,1112.129919,22709.43345,1
0,611.9542968,39291.20373,0
0,0,46275.36347,0
0,831.8366199,41247.6422,0
1,310.0202771,16382.15293,0
1,288.3188143,18356.56525,0
1,1530.551479,13003.9292,1
0,387.7613417,40063.72764,0
1,1176.893303,23634.81573,1
0,1253.699614,37645.79996,1
0,1438.758473,24061.6476,1
0,1388.664149,31021.55008,1
1,955.1202176,25314.85309,1
0,908.9987947,46174.47106,1
1,1118.701039,21848.4429,1
0,779.2599906,38387.72127,0
0,109.918734,33419.00689,0
0,4.712141697,28521.36688,0
1,1180.018086,19871.20674,1
0,1807.684491,42308.95445,1
0,84.34924717,59022.17661,0
1,1103.216776,22410.9083,1
0,1322.723979,23229.90913,1
1,1233.250011,16076.85426,1
0,1062.058711,35781.12549,1
0,1133.945796,47188.94778,1
1,1124.567376,28936.90622,1
0,1732.843605,30322.86931,1
0,334.4664195,40156.24449,0
0,1772.855484,42080.10684,1
0,521.4397781,31981.85812,0
1,789.3772662,21140.50887,0
0,776.188873,34140.98039,0
1,1384.415373,13707.0416,0
1,1171.519916,17642.26775,1
0,1209.652028,58174.92106,1
0,326.6700185,50562.49033,0
0,442.4895649,54996.84275,0
0,145.4765901,41196.4202,0
1,1503.972721,14661.8319,1
0,752.7393782,38671.78599,0
1,853.8183574,18750.75063,0
0,713.3260637,44605.35119,0
0,72.12325678,35374.86457,0
0,1382.454952,40394.3086,1
1,548.4547299,21672.53989,0
0,0,40540.69441,0
1,982.7730973,24145.52943,1
0,146.8971527,41872.17252,0
1,2113.629761,21100.72179,1
0,1237.534378,30967.58876,1
0,1096.587037,47235.45313,1
0,523.2162452,38063.40167,0
0,630.2291255,46713.63044,0
0,1425.495582,37189.02514,1
0,779.477524,34089.79701,0
0,855.822381,56219.80884,0
0,895.746675,35531.83709,0
0,412.2548906,37088.21233,0
0,1395.602656,54148.84857,1
1,777.6427309,18190.64527,0
1,0,18426.26072,0
0,759.3458148,32066.70673,0
0,357.9694607,57012.55088,0
1,1828.614325,20225.80611,1
0,878.0093852,15262.93511,0
1,566.7137894,11853.95317,0
0,1588.876356,45093.44592,1
0,0,42745.30201,0
0,143.3753202,17435.09638,0
0,1762.503402,42124.66007,1
0,1510.79325,47684.23946,1
0,967.4415738,51674.41937,1
0,1101.438796,39045.99391,1
0,264.9680541,36842.82266,0
0,842.9856646,42682.14201,0
0,1403.839834,43225.0419,1
0,847.6358955,33199.37538,0
0,56.86937772,56245.0654,0
0,968.9723403,33763.19028,1
1,1381.644434,11059.56807,0
0,814.8431184,28526.21683,0
0,275.063482,28266.17198,0
0,859.0079101,43101.87381,0
1,1886.55057,6467.149663,1
0,577.1319969,43616.09623,0
0,997.6251137,30670.94715,1
0,1258.567393,44931.67492,1
0,491.4493698,51484.24549,0
0,1490.983046,39596.05741,1
1,764.6277907,26188.0695,0
0,125.9377001,44260.48182,0
0,679.0745868,49488.56398,0
0,286.2674216,47960.43821,0
0,861.3638604,47969.67726,0
0,493.5494228,52241.92216,0
0,894.1144875,47681.62283,0
1,139.1928688,24734.08293,0
1,636.8978227,18620.23895,0
0,1583.096101,15350.45605,1
0,906.5417626,27074.77474,0
0,0,50805.03659,0
1,934.2520481,20747.21223,1
0,163.5826085,58220.78047,0
1,996.3868788,20070.81392,1
1,256.3256705,15627.66279,0
0,408.6190178,35622.59839,0
0,1018.769969,35813.42074,1
0,282.6028771,56118.3224,0
0,0,44902.92935,0
0,851.1035675,53433.57417,0
1,831.8453438,19797.35659,0
1,1169.420444,19879.24817,1
0,1114.826926,33729.38986,1
1,419.729555,24679.73147,0
0,690.8007924,48140.47134,0
1,1407.040124,25589.74276,1
0,572.6658576,42285.2853,0
1,1113.326964,14579.65698,1
0,323.5469083,33991.99111,0
0,571.0415013,40389.44633,0
0,935.3381557,57139.30486,1
0,0,29072.72149,0
0,203.2638172,46518.13241,0
0,13.67938267,25221.63767,0
1,0,21881.70591,0
0,341.3868405,29326.33924,0
0,93.94056279,19811.33054,0
0,1304.383209,49371.95691,1
1,701.5393706,17607.45782,0
0,535.8972417,43917.5687,0
1,963.8992578,16561.25564,1
0,962.8949273,25063.49298,1
1,412.1607883,17679.52177,0
0,772.9245771,42678.38808,0
0,850.5184574,35683.83229,0
0,927.6691817,39934.14448,1
0,1229.520302,59755.03012,1
0,1356.743836,54489.93878,1
0,1143.122864,42672.12915,1
0,345.3938681,27012.75388,0
1,1010.506784,6786.38809,0
0,1469.603836,43436.95207,1
0,575.5143833,54203.19021,0
0,168.3675173,47684.52622,0
1,545.5855799,19454.3258,0
0,594.1061337,24069.21303,0
0,258.2552591,38309.98805,0
0,280.8368683,56567.00833,0
0,312.9169851,31328.0435,0
1,292.3000209,17321.22712,0
0,830.0460942,51847.12293,0
0,792.9740677,28674.67063,0
0,100.021825,48377.64128,0
1,1056.947399,20304.09812,1
1,1577.083581,15230.8206,1
0,866.0459226,44827.26588,0
0,363.3448038,44325.78885,0
0,457.8000986,26567.24108,0
0,769.6667019,39401.47506,0
0,391.2566277,33651.40556,0
1,1245.267507,16772.61937,1
0,0,17059.36832,0
0,1576.306916,30547.79997,1
0,695.3708301,31779.39667,0
0,370.963649,25321.35282,0
1,603.57519,15477.35388,0
0,855.0085225,25211.33216,0
0,319.7674269,36057.40111,0
0,1043.390338,45309.94897,1
0,497.3349541,35146.79877,0
1,1779.049699,15689.77663,1
0,1434.138048,38038.60389,1
1,2415.316994,17429.50337,1
0,711.4394514,40507.82124,0
0,878.0264576,27438.58512,0
0,876.7655553,49291.16656,0
0,269.5879188,38650.34609,0
0,1372.035706,36188.23978,1
1,930.663263,22919.99717,1
1,1101.160092,14307.00108,1
1,824.5478304,29088.11135,0
0,1251.888502,50174.32907,1
0,1399.126163,26505.02013,1
0,931.0411701,42225.36714,1
1,1233.735523,15480.20778,0
0,1181.123749,29181.839,1
0,1316.42181,45806.90151,1
0,643.4026386,50208.82372,0
0,0,23562.29061,0
0,1256.98265,38083.13036,1
0,1012.768454,36406.24109,1
0,1351.852966,40177.95896,1
0,0,43311.6407,0
0,542.4701592,39037.80101,0
1,878.1490055,18414.57007,0
0,817.4743281,41994.92534,0
0,546.9866501,37513.70038,0
0,970.7160966,48387.64862,1
0,41.35917584,47351.83354,0
0,1681.916005,41866.55806,1
1,316.4590483,18813.94021,0
0,1440.025713,41814.80384,1
0,1121.151251,35765.70649,1
1,1115.768562,11496.54181,0
0,1155.680389,50955.10653,1
1,953.5336584,25820.58748,1
0,1856.914717,33445.61687,0
0,1111.086576,27466.89368,1
0,268.8794915,48006.15004,0
0,1206.263492,34621.77331,1
0,661.0522978,27873.63791,0
0,1085.243811,21805.79231,1
0,360.2150315,44082.18713,0
0,268.9543495,55892.72711,0
0,735.1033377,51403.71597,0
1,992.2802505,13958.29148,1
0,881.2565114,41728.8461,0
0,386.2650712,45776.20668,0
1,674.8509392,15798.1346,0
0,357.8658809,42499.03229,0
0,639.6256747,38660.92322,0
0,564.4113065,39643.53629,0
0,302.9612445,51030.43953,0
0,637.60187,52347.76202,0
0,230.2203941,28930.25452,0
0,544.2872953,24477.47191,0
1,1085.152966,20054.8985,1
0,253.6301022,50236.50518,0
0,896.7219248,48703.41297,0
0,1098.232451,42331.89108,1
0,776.3958736,49705.81618,0
1,912.8325373,19467.97931,1
1,977.8480956,19731.96099,1
0,364.7461927,46096.16015,0
0,1184.425245,36887.43997,1
0,1252.958338,33876.18903,1
1,375.1967469,13709.20533,0
0,636.2386682,39172.36337,0
0,1299.47321,55165.47298,1
1,1624.795642,10623.59745,1
0,0,37796.40346,0
0,706.4819315,48339.87899,0
0,613.1501138,34286.11245,0
0,1069.539368,55421.55279,1
1,1218.638905,29899.80685,1
1,1724.963232,22170.68734,1
0,812.4882979,42721.3007,0
0,304.5443388,47217.87221,0
0,645.5916366,44402.10623,0
1,731.5118011,26505.34452,0
0,1236.006993,48800.35685,1
0,561.343259,44403.99429,0
0,180.1714989,21403.07771,0
1,1367.013875,11293.46926,0
0,1094.886615,38342.71501,1
1,1099.542904,25314.84494,1
0,967.1352554,23278.66591,1
0,1376.113241,63073.44514,1
0,1014.973979,41993.64061,1
0,1899.546842,46076.23711,1
0,899.9027004,47093.73838,0
1,1068.454641,13638.70269,0
0,924.9593298,26332.20962,1
0,1381.819269,48394.28962,1
1,242.4629888,23413.35959,0
0,1382.120977,30395.68823,1
1,1176.934525,19829.22646,1
1,1403.163526,28207.93167,1
1,300.7955043,19673.67406,0
0,309.2706808,42226.65131,0
0,572.8895007,43381.91527,0
0,23.29833181,37975.53898,0
0,0,32720.5717,0
0,1186.885199,27494.32937,1
1,533.0075803,20556.41715,0
1,1271.112495,17451.04119,1
0,1250.047245,50883.71442,1
1,1128.768728,17718.94174,1
1,1189.313959,19545.72712,1
0,727.6753323,23515.61089,0
1,793.3474509,11495.39314,0
0,416.8611818,39672.5173,0
0,1602.806943,34700.26596,1
0,524.0856189,40319.11814,0
1,1084.54298,17410.84658,1
0,332.4138259,37129.15118,0
1,1001.785683,24771.72694,1
0,944.3325674,44444.14918,1
0,506.8241417,50493.09526,0
1,270.5992974,15728.91071,0
0,1339.199963,44257.9353,1
1,153.2610397,14027.79074,0
0,1197.71154,30377.25003,1
1,1080.759733,16900.3906,1
0,784.383692,44927.4957,0
1,0,16156.02912,0
0,996.8525108,49954.70408,1
0,62.17004972,28660.74751,0
0,368.5153456,60953.82479,0
0,1126.223023,32842.65237,1
1,383.6396643,17445.18244,0
0,48.26564032,32081.0923,0
1,1468.969355,15977.66255,1
1,618.7567523,18297.32777,0
0,988.4077153,32458.76937,1
0,1309.564374,47432.43278,1
1,1362.644449,18205.23178,1
0,1345.451737,43322.19302,1
1,1144.274829,16002.35547,1
0,838.6530169,25272.48607,0
0,0,48642.25451,0
0,269.2901413,43778.73288,0
0,965.9265722,29219.07078,1
1,210.8979227,19075.20696,0
0,747.9375239,44030.46149,0
0,966.0518775,10174.7298,0
1,378.4925197,18659.77213,0
0,0,37361.5408,0
0,797.7091656,39677.69721,0
0,1171.41159,52278.2442,1
0,1609.698815,60123.6273,1
0,1360.547173,54705.12698,1
0,89.3129241,39915.45359,0
0,535.1353429,44448.60703,0
1,1615.504802,19566.15796,1
1,533.9165429,21390.68662,0
1,939.7048867,11331.43252,0
1,782.4451651,23447.21338,0
0,1169.834113,39386.37003,1
0,1819.249095,49621.05617,1
0,81.87448947,35818.228,0
0,1572.811108,18218.47436,1
1,885.5168464,21211.3259,0
0,481.8409362,36377.64743,0
0,718.7431182,31371.78108,0
1,789.7175406,19280.54426,0
0,1323.640681,30517.20825,1
1,1216.58625,18140.62399,1
1,625.6011998,16134.21151,0
0,1453.316173,29830.05674,1
0,135.9982356,59369.64841,1
0,752.0562947,49741.43152,0
1,780.7223987,23819.78879,0
0,1136.331132,42149.86899,1
0,1036.030594,35261.35578,1
0,799.3700279,34293.72751,0
1,1300.707924,13675.52018,0
1,0,13760.29846,0
0,933.7511521,52319.15351,1
0,931.7841072,37280.41015,1
0,751.6872866,51327.31727,0
0,758.1342851,33220.57549,0
1,1753.598144,21130.91859,1
1,1282.350409,7230.030471,0
1,774.4984602,10333.80055,0
1,1335.131324,17044.3654,1
0,1265.127739,49385.52186,1
0,558.321407,42767.32476,0
1,521.8414793,10316.33674,0
0,1150.677712,38342.28906,1
0,0,34925.36541,0
0,911.9315442,40503.00398,1
0,988.6780269,31210.24323,1
0,1063.774937,34914.27525,1
0,1861.060871,55671.72366,0
0,649.7824955,39655.39818,0
0,906.7458077,38881.01107,0
0,234.9957765,40394.42105,0
0,423.7145506,32640.29407,0
0,1567.023862,42258.77335,1
1,893.3304676,11905.68179,0
1,594.3105933,14159.64178,0
0,481.8804217,44137.0795,0
0,0,24892.91569,0
0,889.565857,49941.08863,0
0,990.6748042,56141.11376,1
0,222.8802756,40849.9209,0
1,604.0550916,21187.71056,0
1,1027.07059,24346.93975,1
0,333.1800575,29400.47785,0
0,622.9295074,48874.55577,0
0,1190.061303,41965.87995,1
0,1311.451279,47805.79785,1
0,24.26359999,36070.13885,0
0,1302.655581,28978.55731,1
0,555.6652909,46584.7305,0
0,371.8652201,45949.91421,0
0,879.6756179,30021.38335,0
1,793.5627844,13446.05629,0
0,412.9020609,49060.92374,0
1,1079.077949,17966.76938,1
0,12.91234955,46282.25773,0
0,12.07926653,32670.41964,0
0,1013.469261,38280.91701,1
1,1343.777124,28198.00535,1
1,1208.144482,17721.29366,1
0,951.0475319,33326.5872,1
0,1011.431543,36364.75385,1
0,351.4534715,35087.48865,0
0,872.1386795,41787.56727,0
0,879.3738243,29697.14649,0
1,1350.757577,19692.91878,1
1,1346.679507,16104.89497,1
0,201.8074002,71878.77264,0
1,1383.569824,17245.02869,1
0,0,30049.10026,0
0,1113.276529,51457.53906,1
0,819.0485492,61602.63667,0
1,698.5122051,26768.91312,0
0,1463.593161,34064.87872,1
1,985.2408897,17263.75651,1
0,1567.610704,38785.35768,1
0,322.7130195,27668.5761,0
1,1971.663236,22040.26274,1
0,1806.714877,39082.7861,1
0,971.8148887,35583.19054,1
0,1234.831678,40155.45141,1
0,474.495396,43522.46238,0
1,2134.015627,17897.64661,1
1,705.9302321,19891.30378,0
0,584.8167761,47449.62424,0
1,597.4840406,14796.74967,0
0,384.9977195,25380.70345,0
0,705.7352329,45280.81923,0
1,597.1123802,12660.81457,0
0,160.5030608,19132.69486,0
1,535.6860201,11019.60693,0
0,0,43033.49225,0
0,467.5830885,43435.83661,0
0,1392.619372,54027.19947,1
0,286.6608747,34499.53263,0
1,696.5835269,2981.279548,0
1,1665.70832,21024.27165,1
0,1085.425572,39274.83387,1
1,1969.407748,23674.3763,1
0,1634.996685,36995.75116,1
0,705.3382099,23952.54451,0
0,585.7526132,43627.32792,0
0,567.2940844,39841.22835,0
0,585.2377164,40585.74654,0
1,780.5121258,14813.34158,0
0,528.0608252,34016.88875,0
1,1635.222942,8531.038085,1
0,1234.578618,48112.48054,1
0,251.4282215,25962.05919,0
0,1280.23019,23647.3332,1
1,984.7631618,17039.97332,1
0,206.8208783,49221.14852,0
0,1276.98265,40611.34869,1
0,714.9260001,31032.8697,0
1,1658.373575,22010.48568,1
0,760.7208238,40854.46907,0
0,1049.889964,42637.51106,1
1,898.1146731,24164.7511,1
0,1112.348992,33468.82218,1
0,0,56493.48609,0
0,747.139342,42318.93328,0
1,1026.576284,23636.55277,1
0,1504.682568,38223.24598,1
0,352.3277028,40716.17481,0
1,1071.511583,11082.0629,0
1,196.7767287,15858.3533,0
1,712.0267045,17273.11586,0
1,2083.228376,20103.60274,1
0,0,57003.59377,0
0,4.466457821,45157.90962,0
0,551.8871003,37573.14139,0
1,330.9361079,21272.30738,0
0,845.9203698,42799.43953,0
0,359.2257409,25243.09848,0
0,1456.652456,59361.91835,1
1,1256.61487,22493.50126,1
0,944.4502979,47463.33358,1
0,696.0144306,40741.42024,0
0,588.3124302,56520.96251,0
0,1856.530876,33498.83452,0
0,988.3939471,49804.28375,1
1,748.3013404,11248.67075,0
0,1070.810048,35979.47014,1
1,879.852005,23996.7402,0
1,1812.079998,17962.27016,1
0,1248.375749,37469.86462,1
0,48.72556296,37957.90214,0
1,600.4308598,18538.30171,0
0,918.4610912,32468.45074,1
0,870.0205679,40535.31012,0
1,1426.014177,20779.67893,1
0,1492.615028,46174.69799,1
1,676.6132706,16148.18637,0
0,172.9757855,47060.63142,0
0,79.53894967,34417.37572,0
0,340.9643991,27262.05798,0
1,1288.393705,22919.63773,1
0,294.0243461,49988.14731,0
0,147.0493336,52074.5107,0
0,1642.819997,46856.94704,1
0,602.1950122,26768.91742,0
1,1007.537827,16814.2955,1
0,765.0464862,44870.68429,0
0,194.5543901,38794.14591,0
0,781.2749578,53178.9268,0
0,1164.513406,29874.48879,1
0,0,45178.59169,0
0,1160.061265,51895.30404,1
1,385.3503585,22395.88236,0
0,210.7807881,46326.76112,0
0,481.2401636,49010.75551,0
0,749.1147396,46478.10516,0
0,1061.284237,32839.34486,1
0,345.1421431,41943.77284,0
1,862.9022538,16157.86653,0
0,888.2650394,37745.60517,0
1,990.9357627,18197.22873,1
1,886.2211404,12796.05899,0
0,1067.779229,28077.25468,1
0,0,44981.15029,0
0,1263.676788,25695.48137,1
0,652.8174543,41161.85735,0
0,1311.088803,32797.98992,1
1,1261.257138,26085.07612,1
0,1207.150842,29875.37904,1
0,421.038872,17137.16813,0
0,976.7040479,59291.72257,1
0,1110.29634,27501.12265,1
0,868.4944763,22176.27625,0
0,768.1548836,39701.93491,0
0,766.0088421,45155.09721,0
0,1559.752146,37227.26882,1
1,831.8185363,16164.48461,0
0,1975.653028,38221.83974,1
1,2117.120614,12143.4748,1
1,808.8337865,18791.55956,0
1,448.8806563,15799.47041,0
0,84.34446632,42333.53363,0
1,1192.702159,21597.75167,1
0,1054.278499,50795.20662,1
1,906.0337005,22658.76333,0
1,778.9993533,10489.57353,0
1,548.1362888,19501.34107,0
0,428.6653053,45570.79095,0
0,455.376336,36590.55036,0
1,1589.649633,15262.42162,1
1,97.03146278,12731.75755,0
1,937.197434,18411.82443,1
0,0,28762.92378,0
0,826.3553124,37241.44063,0
1,548.2788232,15308.59999,0
1,284.8415772,20477.83723,0
0,857.2364484,67124.05709,0
0,861.5900531,32901.01046,0
1,407.3404404,25376.72863,0
0,1596.227808,42993.57653,1
1,406.3860491,24086.95249,0
0,358.6137769,47688.80472,0
1,1325.624926,15880.44715,1
0,255.8883718,48833.22877,0
0,961.999353,37073.19238,1
0,810.2788394,51283.14786,0
0,1406.947652,27667.83603,1
0,624.7318835,38325.17376,0
0,1142.326319,45173.3746,1
0,1195.483956,38452.64134,1
0,1243.554025,37634.3464,1
0,1505.831475,29525.7494,1
1,564.638739,24342.03079,0
0,417.5922108,48035.60964,0
0,1294.761706,37712.3869,1
0,1237.843391,31880.17559,1
1,1107.40038,15661.57973,0
0,709.6172205,34624.83575,0
0,355.9301126,32120.31724,0
0,610.5686385,36145.01702,0
0,352.2783255,34359.84124,0
0,848.3276082,30472.71793,0
0,800.15468,51730.70461,0
0,1562.837918,49303.00947,1
1,63.03632327,12308.01832,0
0,1653.434709,44965.03236,1
0,402.1290147,42978.39361,0
1,908.3727454,27416.62435,0
0,1093.282258,18844.25039,1
0,1690.668077,55412.75947,1
1,2047.417007,13678.50803,1
1,824.5184007,20689.72422,0
0,1063.219526,27887.25053,1
0,832.6459751,25106.37478,0
0,523.9086948,43928.63793,0
0,789.2565112,43835.34027,0
0,237.045114,28251.69534,0
1,794.1377878,15721.79966,0
1,895.3189658,20869.35594,0
1,270.3910262,13158.44223,0
1,0,23735.40854,0
0,1024.143822,45585.96877,1
0,618.610524,45154.74784,0
0,842.4075391,38161.73866,0
0,1391.261154,51169.36221,1
0,272.6156617,55449.33864,0
0,369.4309534,63536.77517,0
0,275.6246467,35761.3165,0
0,1467.225191,28845.0222,1
0,717.4344202,45267.81985,0
1,564.0054409,16502.33737,0
1,838.9709429,21407.4524,0
0,1140.748209,39017.07762,1
0,334.0194949,40916.03325,0
0,1156.933998,45325.34097,1
0,947.2354163,28310.49378,1
0,75.79525931,55189.68599,0
0,1402.690527,39656.6322,1
0,913.6383267,50351.1552,1
0,439.496364,46784.94481,0
0,1057.178127,35807.02486,1
0,289.6166642,49066.83365,0
0,1621.575785,36577.8462,1
1,977.589372,17637.7342,1
0,733.2005691,38592.04202,0
0,901.3177479,43242.61209,0
0,619.7013996,13902.179,0
0,1064.975106,45737.78123,1
0,0,41435.43794,0
0,556.0174984,33705.07865,0
0,892.9195198,9299.868186,0
0,563.6872028,41354.35016,0
0,670.4719051,24265.5869,0
0,1140.071899,33605.37793,1
1,730.7394952,7299.520099,0
0,1433.992327,19864.97538,1
1,1066.822188,26348.30364,1
0,991.1317826,30941.54852,1
0,1823.636559,44260.15637,1
1,1726.47961,13654.60494,1
0,127.4099032,49735.64164,0
1,1250.972829,19275.25403,1
1,1209.384198,12830.83284,0
0,884.4943566,30520.35327,0
1,1269.678223,13998.30673,1
0,236.3384662,39260.06019,0
0,621.1651351,32168.5529,0
1,732.2642676,21986.04545,0
0,1375.049224,42557.68909,1
1,1889.33211,22652.10963,1
0,339.6911806,49109.36138,0
0,1051.847749,37160.2733,1
0,600.8200858,49727.48991,0
1,1803.766349,23201.82698,1
0,625.8463055,34245.84287,0
1,1170.911536,19473.69193,1
0,1675.278852,28244.50348,1
0,1178.179438,34720.93616,1
1,491.7043208,8352.208988,0
0,530.5473292,44627.56264,0
0,289.531497,36841.99817,0
1,1508.701776,25338.26469,1
1,979.8771549,13522.42151,1
0,248.0414824,36257.16145,0
0,428.8421619,36980.13927,0
1,2133.745481,19675.50759,1
1,1420.022982,26424.53908,1
0,1258.576399,33571.14452,1
0,850.4665937,34367.67653,0
1,770.8266665,18896.729,0
0,1447.043074,22433.63677,1
1,1034.603151,18614.0375,1
1,843.4934551,12710.02571,0
0,718.5952536,39157.78993,0
0,612.1079216,31367.71308,0
0,792.9815259,37549.95,0
1,512.4497777,24192.88899,0
1,828.739825,17962.31109,0
1,983.268503,24554.27156,1
0,280.9590497,29998.8573,0
1,1031.638361,21432.14705,1
0,1057.940415,45514.67253,1
0,1175.817635,41447.58481,1
0,626.1601542,34007.90835,0
0,916.7291772,37212.80853,1
1,1341.615739,26319.01559,1
0,493.2418898,42495.20308,0
1,596.0562474,16084.90771,0
1,443.7230439,13136.83042,0
1,1682.796142,23344.07394,1
1,591.1402653,19937.02257,0
1,1464.636242,14763.56268,1
0,718.3511021,50765.89263,0
1,1961.728657,17864.09925,1
0,125.0538441,50059.54712,0
1,373.0625165,22018.9821,0
0,1380.144032,48087.82505,1
0,621.7362508,51595.75172,0
0,1078.48346,40944.26978,1
0,670.0082484,35919.79677,0
0,0,53058.25521,0
0,1421.204764,47423.79177,1
0,0,38686.58143,0
0,581.9607584,31654.55892,0
0,434.704864,48898.37012,0
1,0,15682.0685,0
0,1195.6287,34701.80249,1
1,1060.220034,22795.94299,1
1,403.3470535,19690.34551,0
1,778.8538719,16007.45698,0
0,836.3000716,54607.17874,0
0,833.533113,40526.30562,0
0,0,41933.09577,0
0,1365.556851,38511.3198,1
1,1925.982795,17763.3503,0
1,621.1701063,17503.68997,0
0,974.4105653,43861.80192,1
1,715.7174174,27285.33324,0
0,691.4184986,40232.65666,0
0,435.4028043,35168.72709,0
0,1221.599764,40865.31289,1
0,728.8188595,33662.07097,0
0,474.6661055,42058.77731,0
0,1352.613669,42194.3867,1
1,782.5448463,20593.52669,0
0,434.7788265,39099.09185,0
0,59.79707128,36000.07269,0
0,712.4120489,42352.09149,0
0,1112.110885,29229.53168,1
1,417.478257,17787.94782,0
0,955.3391649,46310.10752,1
0,0,49471.7494,0
0,741.844666,45808.54028,0
0,634.2179264,38672.74965,0
1,1295.690551,23191.23653,1
1,759.3971306,18693.1879,0
0,202.3212081,37188.56938,0
0,1378.940514,43998.1414,1
0,1066.792794,49629.90301,1
0,1123.633139,17292.30317,1
0,733.0760867,40056.10037,0
0,1595.910033,55712.29374,1
1,655.5101263,15771.49243,0
0,1240.573891,35598.88727,1
0,811.4289115,55119.89696,0
0,1020.06724,37458.87925,1
0,673.7476812,25013.06314,0
0,892.82027,45379.84427,0
1,860.8286768,27186.50002,0
0,671.9580672,17621.45385,0
0,381.7040992,25011.10339,0
